"Word","AoA_test_min","LgSUBTLWF","Length","Conc.M","SemD","V.Mean.Sum","A.Mean.Sum","Interoceptive.mean","Head.mean","Mouth.mean"
"anecdote",12,1.748,8,2.64,1.68,5.62,4.65,0.4,3.277777778,3.055555556
"angel",2,3.601,5,3.82,1.64,7.71,4.24,1,2.2,0.5
"angelic",10,1.477,7,2.22,1.45,6.68,4.27,0.5,2.888888889,0.944444444
"anger",2,2.997,5,2.41,1.56,2.5,5.93,4.055555556,3.047619048,2.428571429
"angle",6,2.882,5,3.5,1.63,4.55,3.22,0.578947368,2.761904762,0.523809524
"angry",2,3.478,5,2.53,1.7,2.53,6.2,4.153846154,3.19047619,2.095238095
"anguish",13,2.045,7,2.38,1.65,3.14,5.41,3.411764706,3.181818182,1.954545455
"animal",2,3.366,6,4.61,1.54,7.06,4.3,0.333333333,3.45,1.3
"animation",14,1.799,9,3.41,1.35,6.42,5.52,0,2.05,0.75
"animosity",13,1.505,9,2.11,1.75,3.4,5.83,2.777777778,2.473684211,1.947368421
"ankle",2,2.613,5,4.81,1.46,5.4,3.11,1.484848485,0.684210526,0
"annex",6,1.643,5,4,1.56,4.41,4,0.25,1.8,0.933333333
"annihilation",10,1.623,12,2.69,1.53,2.58,5.52,1.588235294,2.1,0.9
"anniversary",4,2.973,11,3.15,1.72,6.95,4,0.705882353,2.80952381,2.095238095
"announce",4,2.698,8,3.31,1.78,5.52,3.65,0.388888889,1.7,4
"announcement",2,2.721,12,2.79,1.85,5.81,4.3,0,2.736842105,4.263157895
"announcer",2,2.76,9,4.52,1.29,5.84,4.5,0.05,3.772727273,3.318181818
"annoy",6,2.111,5,1.93,1.7,2.49,5.04,3,3.222222222,3
"annoyance",8,1.415,9,2.14,1.6,2.95,4.1,2.764705882,3.055555556,2.111111111
"annual",4,2.566,6,1.78,1.94,5.19,3.7,0.9375,1.636363636,0.590909091
"anomaly",14,1.806,7,1.79,1.94,4.84,4.25,0.875,2.6,1.35
"anonymous",10,2.634,9,2.03,1.88,5.75,4.13,1.0625,3,1.631578947
"answer",2,3.954,6,2.89,1.95,6.1,4,0.647058824,2.35,3.1
"ant",2,2.438,3,4.86,1.59,3.9,3.27,0.133333333,2.263157895,0.263157895
"antagonistic",12,1.362,12,2.07,1.64,4.32,4.11,1.6,2.75,1.7
"antelope",4,1.708,8,5,1.14,5.68,4.46,0.181818182,2.590909091,0.363636364
"antenna",4,2.09,7,4.75,1.35,5.43,3.15,0.25,1.5625,0.1875
"anterior",14,1.69,8,3.5,1.05,4.89,3.36,0,2,1.125
"anthem",6,1.987,6,3.36,1.52,5.95,4.48,0.647058824,3.111111111,3.388888889
"anthropology",6,1.833,12,2.41,1.02,5.3,2.91,0.35,2.705882353,1.117647059
"antibiotic",10,1.532,10,4.43,1.08,5.88,4.05,1.166666667,1.8,3.15
"anticipate",10,2.114,10,1.54,2.03,6,5.7,3.944444444,3.1,1.55
"anticipation",10,2.107,12,1.93,1.97,5.26,5.39,3.666666667,3.090909091,1.181818182
"antics",8,1.708,6,2.6,1.79,3.95,5.1,1.117647059,2.666666667,2.142857143
"antidote",10,2.346,8,3.42,1.84,6.55,3.24,3.235294118,2.526315789,3.368421053
"antiquated",10,1.462,10,2.22,1.98,5,4.95,0.846153846,2.444444444,1
"antique",6,2.491,7,3.75,1.49,6.5,4,0.043478261,2.857142857,0.714285714
"antiseptic",8,1.653,10,3.85,1.21,4.57,3.15,0.882352941,1.75,1.3
"anus",12,1.756,4,4.86,1.06,2.9,4.39,0.9375,0.4,0.1
"anvil",8,1.518,5,4.96,1.42,5.05,4.4,0.066666667,2.6,0.6
"anxiety",8,2.539,7,2.21,1.69,2.38,4.78,4.473684211,2.842105263,1.736842105
"anxious",4,2.857,7,1.68,1.99,3.8,6.2,4.222222222,3.631578947,1.631578947
"apartment",2,3.627,9,4.9,1.48,5.72,3.8,0.333333333,3.136363636,1.227272727
"apathy",10,1.398,6,2.04,1.76,3.68,3.8,2.882352941,2.823529412,2
"ape",2,2.694,3,4.79,1.49,5.21,4.25,0.222222222,2.105263158,0.684210526
"apex",12,1.643,4,3.41,1.75,5.52,3.48,0.9375,2.352941176,0.470588235
"apocalypse",14,2.104,10,2.21,1.48,3.24,5.04,1.625,1.55,1.45
"apologetic",6,1.362,10,1.88,1.7,6.65,4,1.210526316,2.6,3.05
"apologize",4,3.401,9,2.63,1.46,4.94,3.52,1.222222222,2,3.8
"apology",4,2.906,7,2.86,1.71,6.24,4,1,2.555555556,3.888888889
"apostle",8,1.857,7,3.22,0.92,5.5,4.38,0.4375,2.411764706,1.176470588
"apothecary",12,1.322,10,3.76,1.16,5.48,4.23,0.4375,2.166666667,1.777777778
"apparatus",10,1.892,9,3.78,1.73,5.5,4,0.631578947,1.157894737,0.421052632
"apparel",10,1.556,7,4.6,1.45,5.38,4.3,0,2.052631579,0.473684211
"apparent",6,2.334,8,1.73,2.18,4.96,3.19,0.888888889,2.761904762,0.523809524
"apparition",13,1.602,10,2.46,1.38,4.85,4.82,1.571428571,2.941176471,0.764705882
"appeal",4,2.822,6,1.73,1.79,6.3,3.57,1.53125,2.9,2.55
"appear",2,3.077,6,3.13,2.22,5.25,3.24,1,3.2,0.95
"appearance",4,2.772,10,2.57,2.09,6.14,4.57,0.4,3.35,1.35
"appease",12,1.415,7,1.93,1.87,5.95,3.55,1.611111111,2.7,3.2
"appendicitis",2,1.69,12,3.48,1.28,1.86,5.12,3.5,1.052631579,0.210526316
"appendix",4,2.127,8,4.25,1.67,4.81,2.92,1.684210526,1.3,0.25
"appetite",4,2.66,8,2.74,1.76,6.23,5.37,4.055555556,1.684210526,2.578947368
"applaud",4,2.041,7,3.8,1.95,6.7,5.05,0.7,1.684210526,1
"applause",2,2.761,8,4.29,1.58,7.12,5.38,0.5,1.947368421,0.105263158
"apple",2,3.082,5,5,1.52,6.62,3.52,0.277777778,1.578947368,3.789473684
"appliance",4,1.623,9,4.57,1.39,5.15,2.84,0,2.238095238,0.380952381
"applicant",8,1.505,9,4,1.03,4.91,3.96,0.333333333,2.45,2.35
"application",6,2.708,11,3.4,1.79,5.05,4.52,0.4,2,0.75
"apply",6,2.805,5,2.5,1.97,5.16,3.24,0.277777778,1.05,0.9
"appoint",6,2.021,7,2.24,1.7,5.95,4.25,0.176470588,2.9,2.35
"appointment",4,3.193,11,3,1.8,4.43,4.8,0.4375,1.764705882,0.588235294
"appraisal",12,1.602,9,3.11,1.6,5.09,4.09,0.875,2.2,1.6
"appreciate",6,3.641,10,2.23,2.05,7.33,3.1,3.176470588,2.894736842,2.157894737
"appreciation",8,2.418,12,1.63,1.99,7.3,4.68,2.888888889,2.857142857,2.095238095
"appreciative",6,1.623,12,1.93,1.93,7.14,4.35,2.705882353,3.235294118,2.764705882
"apprehend",8,1.869,9,2.82,1.45,4.14,5.13,0.95,2.058823529,0.823529412
"apprehension",12,1.602,12,1.68,1.77,4.15,4.23,3.210526316,2.6,1.4
"apprehensive",14,1.462,12,1.97,1.82,3.32,4.77,4.105263158,3.15,1.65
"apprentice",8,2,10,3.67,1.67,5.95,3.59,0.588235294,2.210526316,1.105263158
"approach",4,3.03,8,2.74,2.05,5.45,4.48,0.888888889,2.176470588,1.235294118
"appropriate",8,2.818,11,2,2.07,6.1,4.04,1.916666667,3.291666667,1.833333333
"approval",6,2.632,8,2.33,1.97,6.75,3.52,1.210526316,3.35,2.95
"approve",6,2.764,7,1.85,1.98,7,4.09,1,3.368421053,2.052631579
"approximate",8,1.813,11,2.03,1.83,5.26,3.82,0.833333333,2.652173913,0.826086957
"apricot",4,1.518,7,4.97,1.28,5.95,4.29,0.375,1.9,3.9
"apron",2,2.137,5,4.87,1.47,5.8,2.9,0.052631579,1.714285714,0.428571429
"apt",6,1.954,3,1.78,1.97,5.64,4.05,1.307692308,2.222222222,0.722222222
"aptitude",10,1.748,8,1.54,1.62,5.95,4.55,1.473684211,2.9,1.05
"aquarium",2,2.152,8,4.77,0.45,6.43,4.3,0.210526316,3.75,1
"aquatic",10,1.462,7,3.44,1.04,6.8,3.58,1,2.55,1.85
"arbitrary",13,1.724,9,1.62,1.77,4.15,4.55,1,1.8,0.55
"arbitration",12,1.38,11,2,1.23,4.09,4.41,0.866666667,2.153846154,1.384615385
"arcade",13,2.049,6,4.74,1.2,6.45,6.1,0.4375,3.15,0.75
"arch",6,2.276,4,4.59,1.71,5.8,3.15,0.529411765,1.75,0.3
"archaeological",12,1.69,14,2.67,1.01,6.05,4.52,0.052631579,2.722222222,0.722222222
"archaeology",8,1.602,11,3.08,1.11,6.1,3.86,0.055555556,2.157894737,0.473684211
"archaic",14,1.556,7,2.23,1.33,4.5,4.38,0.625,2.066666667,1.2
"archbishop",6,2.276,10,4.14,1.03,4.71,3.78,0.4,1.555555556,0.388888889
"archery",8,1.613,7,3.93,1.38,5.25,4.39,0.294117647,3.631578947,0.315789474
"architect",6,2.525,9,3.74,1.34,6.21,3.25,0.285714286,2.904761905,1.095238095
"architectural",8,1.819,13,3.14,1.24,6.32,4.05,0.3125,3.052631579,0.578947368
"architecture",4,2.212,12,3.59,1.34,6.05,4.39,0,2.666666667,0.285714286
"ardent",13,1.491,6,1.64,1.81,4.95,4.62,1.611111111,3.3,2.25
"area",2,3.582,4,3.72,2.17,5.56,2.19,0.380952381,2.666666667,1.714285714
"arena",4,2.269,5,4.83,1.9,5.75,4.23,0.722222222,2.157894737,0.684210526
"argue",4,3.003,5,2.75,1.94,3.15,6.67,0.647058824,3.421052632,3.842105263
"argument",4,2.938,8,2.85,1.82,2.62,5.22,1.35,2.9,3.6
"argumentative",8,1.591,13,2.36,1.47,3.2,5.61,1.722222222,2.75,3.35
"arise",2,2.182,5,3.17,1.95,6.17,4.76,1.864864865,1.4,0.3
"aristocracy",10,1.518,11,2.97,1.28,5.21,4.15,0.8125,3.117647059,1.176470588
"aristocrat",8,1.845,10,3.76,1.61,4.28,3.6,0.0625,3.1,1.9
"aristocratic",10,1.58,12,2.42,1.48,5.79,3.18,0.9375,2.388888889,1.833333333
"arithmetic",2,1.898,10,2.74,1.4,4.95,4,0.444444444,3.2,1.3
"ark",4,2.301,3,4.67,1.52,6.15,3.52,0,1.142857143,0.571428571
"arm",2,3.523,3,4.96,1.66,5.44,3.44,2.545454545,1.157894737,0
"armada",10,1.748,6,4.04,1.31,4.6,3.29,0.466666667,2.066666667,0.733333333
"armchair",2,1.342,8,5,1.46,5.67,2.75,0.473684211,1.19047619,0.238095238
"armpit",8,1.813,6,4.8,1.36,4.1,3.57,0.631578947,1.75,0.15
"army",2,3.641,4,4.7,1.63,4.65,4.49,0.19047619,2.952380952,1.666666667
"aroma",8,1.845,5,3.67,1.24,7.65,4.35,0.421052632,4.2,1.5
"arouse",6,1.799,6,2.85,1.87,6.67,6.21,4.157894737,2.6,2
"arrange",2,2.899,7,2.79,1.87,5.15,3.57,0.526315789,3.277777778,1.388888889
"arrangement",4,2.684,11,2.3,2.03,5.71,3,0.45,3.052631579,1.421052632
"array",10,2.037,5,2.54,1.92,5.9,3.71,0.541666667,1.838709677,0.419354839
"arrest",4,3.483,6,3.93,1.57,2.33,6.86,1.611111111,2.15,0.9
"arrival",4,2.626,7,3.07,1.96,6.67,3.6,0.6,1.952380952,1.238095238
"arrive",2,2.979,6,3.22,2.04,6.41,5,1,2.526315789,1.842105263
"arrogance",10,2.161,9,1.74,1.7,2.55,4.65,0.647058824,2.8,1.65
"arrogant",10,2.426,8,2.07,1.55,2.52,5.15,1.515151515,3.1,3.15
"arrow",2,2.603,5,4.97,1.67,5.24,3.91,0.388888889,1.904761905,0.095238095
"arsenal",12,2.013,7,3.86,0.91,4.45,5.48,0.235294118,1.166666667,0.444444444
"arsenic",12,1.806,7,4.29,1.3,3,4.7,2.75,1.333333333,1.5
"arson",10,2.188,5,3.66,1.4,2.26,5.41,0.736842105,2.526315789,0.894736842
"art",2,3.558,3,4.17,1.58,6.85,4.48,0.857142857,3.526315789,0.684210526
"artery",6,2.435,6,4.48,1.14,4.29,4.09,2.176470588,2,1.117647059
"arthritis",6,2,9,3.5,1.43,2.32,4.27,3.277777778,1.105263158,0.631578947
"article",4,3,7,4.33,1.71,5.68,3.5,0.210526316,3.263157895,0.631578947
"articulate",12,1.935,10,2.2,1.83,6.55,4.27,0.631578947,3.2,3.8
"artificial",4,2.393,10,2.93,2.01,3.86,4.17,1.111111111,2.421052632,1.105263158
"artillery",6,2.449,9,4.31,1.15,4.1,4.56,0.235294118,1.444444444,0.444444444
"artist",2,3.165,6,4.24,1.24,6.76,4.1,1.176470588,3.4,1.4
"artistic",4,2.401,8,2.14,1.44,7,5,2,3.285714286,2.333333333
"artistry",8,1.398,8,2,1.54,6.91,4.71,1.066666667,3.052631579,1.473684211
"asbestos",8,1.826,8,4.52,1.52,2.24,4.38,0.25,2.176470588,1.705882353
"ascend",8,1.681,6,2.66,1.41,6.19,4.13,1.133333333,2,0.736842105
"ascendant",12,1.544,9,2.24,1.33,5.29,3.23,1.6,1.722222222,0.777777778
"ascension",12,1.653,9,2.37,1.45,5.77,5.36,1.941176471,2.05,0.65
"ascertain",8,1.699,9,2.11,1.97,5.3,3.17,0.785714286,3.235294118,1.294117647
"ashamed",4,3.145,7,1.74,1.61,2.52,5.65,3.647058824,3.285714286,1.333333333
"ashtray",4,2.223,7,4.97,1.21,3.52,3.48,0.4,2.142857143,0.761904762
"ask",2,4.392,3,2.52,1.88,5.95,3.48,0.666666667,1.19047619,4.19047619
"asleep",2,3.405,6,3.71,1.38,6.5,2,3.157894737,4.117647059,1.882352941
"asparagus",6,1.708,9,4.96,1.17,5.43,2.73,0.75,2.5,4.05
"aspect",8,2.297,6,1.82,2.09,4.89,3.39,0.529411765,1.952380952,0.238095238
"aspen",13,1.987,5,4.59,1.6,6.57,4.11,0.642857143,2.5,0.555555556
"asphalt",8,1.699,7,4.83,1.38,4.46,3.2,0.333333333,1.705882353,0.176470588
"aspiration",8,1.477,10,1.81,1.67,6.26,5,2.117647059,2.952380952,2.523809524
"aspire",8,1.748,6,1.53,1.8,6.43,3.68,1.722222222,2.95,0.9
"aspirin",4,2.598,7,4.76,1.36,5.3,3.35,1.444444444,2.45,3.6
"ass",2,4.062,3,4.67,1.6,5.45,5.43,0.5,2.421052632,0.842105263
"assailant",10,1.881,9,3.96,1.26,3.24,5.7,1.0625,1.631578947,1.315789474
"assassin",6,2.481,8,4.43,1.16,2.11,5.82,0.388888889,1.315789474,0.736842105
"assassinate",6,1.987,11,3,1.46,3.27,6.38,1.526315789,3.1,1.35
"assassination",6,2.45,13,3.8,1.48,1.83,6.2,1.875,2.476190476,0.714285714
"assault",6,2.953,7,3.41,1.62,2.05,6.8,1.55,3.05,2.65
"assemble",6,2.215,8,3.67,1.97,5.14,3.52,0.294117647,3,1.3
"assembly",6,2.391,8,3.79,1.61,5.47,3.95,0.318181818,2.263157895,1.315789474
"assert",12,1.643,6,2.03,1.84,5.68,4.64,1.454545455,2.428571429,3
"assertive",12,1.38,9,2.07,1.62,5.37,5.55,1.95,2.75,2.8
"assess",10,1.924,6,2.26,1.97,5.84,3.45,0.764705882,2.95,1.85
"assessment",8,2.201,10,2.11,1.63,5.22,2.75,0.368421053,3.111111111,1
"assign",6,2.143,6,2.86,1.64,4.75,3.71,0.176470588,2.80952381,2.714285714
"assignment",4,2.961,10,3.86,1.59,5.39,4.45,0,2.722222222,1.388888889
"assimilate",14,1.431,10,2.17,1.79,4.63,4.15,1.617647059,2.947368421,1.789473684
"assist",6,2.603,6,2.52,2.02,5.95,3.76,0.6875,1.833333333,1.833333333
"assistance",4,2.747,10,2.25,1.9,5.82,3.82,1.263157895,2.285714286,1.476190476
"assistant",4,3.216,9,4.07,1.83,5.91,4.8,0.294117647,2.7,1.75
"associate",6,2.662,9,3.41,2.11,5.2,3.11,0.904761905,3.842105263,2.157894737
"association",6,2.618,11,2.3,2,5.5,3.67,0.777777778,2.473684211,1
"assorted",6,1.699,8,3.15,1.96,5.82,3.52,0,2.9,1.55
"assortment",4,1.58,10,2.5,1.85,5.64,3.88,0.470588235,1.473684211,0.473684211
"assume",6,3.232,6,1.75,2.01,4.41,4.2,1.166666667,3.210526316,1.368421053
"assumption",8,2.233,10,1.84,1.85,4.3,4.14,1.6,3.315789474,1.894736842
"assurance",8,2.021,9,1.76,1.8,5.95,2.81,2.176470588,2.95,2.6
"assure",6,3.01,6,2.43,1.6,6.33,3.1,1.125,2.444444444,3.388888889
"asterisk",12,1.38,8,4,1.39,5.38,2.78,0.055555556,2.227272727,0.272727273
"asthma",8,2.297,6,3.71,1.38,2.45,4.5,3.473684211,2.714285714,3.19047619
"astral",12,1.699,6,2.26,1.24,5.32,5.13,1.071428571,1.411764706,0.058823529
"astrology",8,1.681,9,2.48,1.35,4.79,4.18,0.176470588,2.894736842,0.947368421
"astronaut",2,2.308,9,4.75,1.18,6.73,4.4,0.2,2.047619048,0.857142857
"astronomical",10,1.58,12,2.92,1.19,6.37,5,0.842105263,2.285714286,0.428571429
"astronomy",4,1.833,9,3.03,0.92,6,4.33,0.684210526,2.75,0.4
"astute",12,1.716,6,1.85,1.96,6.22,3.16,2,2.615384615,1.307692308
"asylum",8,2.371,6,4.41,1.47,3.24,5.55,1.3125,2.5625,1.4375
"atheist",12,1.748,7,2.93,1.05,4.64,4.76,0.944444444,2.473684211,0.789473684
"athlete",4,2.373,7,4.3,1.2,6.21,4.75,0,2.65,1.35
"athletic",4,2.297,8,2.69,1.47,6.76,5,1.5,1.761904762,1.333333333
"athletics",4,1.518,9,3.65,0.93,6.14,4.93,1.611111111,2.684210526,1.315789474
"atlas",2,1.724,5,4.79,1.85,5.95,2.5,0.0625,2.35,0.3
"atmosphere",4,2.694,10,3.04,1.89,6.05,4,1.1,2.952380952,1.857142857
"atom",6,2.149,4,3.34,0.94,5.74,4.29,0.6,1.476190476,0.523809524
"atomic",6,2.398,6,2.93,1.18,4.26,5.85,0.375,1.833333333,1.166666667
"atrocious",12,1.556,9,1.69,1.92,3.14,4.12,1.947368421,2.6,1.85
"atrocity",10,1.518,8,2.15,1.36,2.95,5,1.466666667,3.333333333,2.166666667
"atrophy",14,1.342,7,2.86,1.14,3.16,3.86,2.636363636,1.214285714,0.642857143
"attach",4,2.104,6,3.33,1.97,5.26,3.81,1.277777778,1.85,0.9
"attachment",4,1.778,10,3.04,1.88,6,2.96,2.5,2.555555556,1.388888889
"attack",4,3.586,6,3.71,1.89,2,7.05,2.151515152,2.636363636,2.090909091
"attain",10,1.681,6,2.18,1.9,5.85,3.11,1,2.1,0.6
"attempt",6,2.989,7,2.22,2.23,6,4.94,1.4,2.85,2.35
"attend",2,2.855,6,3.17,1.92,5.4,3.5,0.421052632,2.263157895,1.368421053
"attendance",4,2.134,10,3.07,1.82,5.95,4.24,0.444444444,2.545454545,1.590909091
"attendant",10,2.201,9,4.44,2.03,5.63,3.14,0.352941176,2.4,1.4
"attention",2,3.702,9,2.3,2.18,6.68,4.05,2.176470588,3.35,0.8
"attentive",8,1.826,9,1.78,1.77,6.43,4.37,2.25,3.619047619,0.666666667
"attest",13,1.362,6,1.89,1.67,5.1,3.68,0.882352941,2.55,2.8
"attire",12,1.887,6,4.47,1.43,6.16,3.95,0.15,2.238095238,0.523809524
"attitude",6,3.124,8,1.97,2.01,4.72,4.76,2,3.6,2.3
"attorney",6,3.314,8,4.52,1.43,3.67,4.8,0.6875,1.8,1.8
"attract",6,2.464,7,2.73,2.07,6.38,5.35,2.789473684,2.714285714,1.380952381
"attraction",6,2.543,10,2.24,1.95,7,5.4,3.272727273,3.6875,1.3125
"attractive",4,3.099,10,2.64,2.02,7.19,4.91,1.647058824,3.823529412,0.705882353
"attribute",10,1.663,9,2.33,1.72,5.67,4.12,0.75,2.888888889,1.944444444
"auburn",6,1.477,6,3.72,1.28,5.89,3.62,0,3.789473684,0.105263158
"auction",4,2.658,7,3.93,1.2,5.43,4.5,0.315789474,2.173913043,2.739130435
"auctioneer",4,1.398,10,4.55,0.9,5.09,4,0,2.315789474,2.157894737
"audacious",13,1.431,9,1.63,1.82,5.11,4.28,1.875,2.777777778,2.277777778
"audacity",12,1.69,8,1.62,1.83,5.2,4.1,2.266666667,2.157894737,1.157894737
"audible",8,1.568,7,3.23,1.7,6.05,4.45,0.555555556,3.85,1.9
"audience",4,3.112,8,4.29,1.6,5.89,4.91,0.833333333,3.05,2.2
"audio",6,2.455,5,3.5,1.3,6.56,4.29,0.944444444,4.65,0.4
"audit",12,1.763,5,3.15,1.14,2.82,5.78,0.4,2.4,0.7
"audition",8,2.849,8,3.66,1.01,5.2,4.24,0.833333333,3.210526316,3.473684211
"auditor",10,1.398,7,3.38,0.98,3.26,3.7,0.294117647,2.684210526,2.315789474
"auditorium",4,1.909,10,4.7,1.23,6.05,4.45,1,2.428571429,0.80952381
"auditory",12,1.447,8,3.07,0.96,5.05,4.5,0.857142857,4.15,1
"aunt",2,3.45,4,4.17,1.26,6.56,2.71,0.666666667,2.15,0.85
"auntie",6,2.604,6,4.48,1.2,6.24,3.58,0.722222222,1.529411765,0.764705882
"aura",13,1.973,4,2.67,1.77,6.45,4.7,2.166666667,3.176470588,0.823529412
"auspicious",14,1.431,10,1.96,1.71,4.76,3.39,1.230769231,2.538461538,1
"authentic",6,2.364,9,2.31,1.76,6.91,4.55,1.235294118,2.894736842,1.631578947
"authenticity",12,1.778,12,1.74,1.71,6.81,4.42,1,3,1.769230769
"author",2,2.608,6,4.26,1.6,6.33,2.73,0.666666667,2.157894737,0.736842105
"authority",6,3.035,9,2.34,1.83,4.76,5.35,0.952380952,2.9,2.15
"authorization",8,2.267,13,2.45,1.57,5.86,4.32,0.411764706,2.5,3.055555556
"authorize",10,2.025,9,2.22,1.66,5.37,4.67,0.529411765,2.277777778,2.444444444
"auto",2,2.593,4,4,1.69,5,4.95,0.733333333,1.45,0.3
"autobiography",6,1.623,13,3.74,1.45,5.79,2.85,0.529411765,2.894736842,1.052631579
"autograph",4,2.62,9,4.23,1.49,6.21,3.55,0.388888889,1.944444444,0.444444444
"automatic",4,2.553,9,2.82,1.93,6.05,3.7,1.35,2.411764706,0.941176471
"automobile",2,2.465,10,4.96,1.61,5.45,3.91,0.294117647,3.238095238,0.666666667
"automotive",10,1.532,10,4.19,1.17,5.37,4.5,0.375,2.736842105,0.631578947
"autonomy",14,1.447,8,2.04,1.57,5.05,4.09,1.1875,2.888888889,0.722222222
"autopsy",8,2.69,7,4.29,1.23,2.62,4.36,0.388888889,2.777777778,0.777777778
"autumn",2,2.288,6,3.27,1.87,7.12,3.21,1,3.15,1.6
"auxiliary",10,2.041,9,2.64,1.64,5.26,3.61,0.625,2.647058824,1.058823529
"avail",12,1.643,5,1.33,2.01,5.42,3.77,1.4375,0.923076923,0.384615385
"available",6,3.122,9,2.11,2.16,6.86,4.04,0.578947368,2.888888889,1.833333333
"avalanche",6,2.24,9,4.32,1.49,4,6.55,1.3125,2.944444444,0.777777778
"avenge",6,2.19,6,2.07,1.56,4.05,6.35,1.777777778,2.476190476,0.904761905
"avenue",2,2.936,6,4,1.7,5.74,3.3,0.3125,1.555555556,0.611111111
"average",4,2.929,7,2.4,1.96,4.89,3.29,1.611111111,1.238095238,0.476190476
"aversion",13,1.839,8,1.85,1.72,4,5.14,3.882352941,3,1.777777778
"avert",10,1.491,5,2.41,1.99,5.16,3.62,1.45,2.529411765,1
"aviation",2,1.869,8,3.39,0.95,5.9,4.05,1.421052632,2.263157895,0.421052632
"avid",12,1.415,4,1.72,1.9,5.74,4.32,1.294117647,1.9375,2.125
"avocado",8,1.799,7,4.89,1.02,6.32,4.05,0.388888889,2.4,3.15
"avoid",4,3.093,5,2.41,2.17,4.1,3.92,2.111111111,2.555555556,1.111111111
"avoidance",6,1.431,9,1.86,1.76,3.35,4.95,0.882352941,2.941176471,1.117647059
"await",4,2.26,5,1.54,2.16,5.33,2.91,2.235294118,1.85,0.75
"awake",2,3.135,5,3.32,1.29,6.76,5.5,3.789473684,4.263157895,1.526315789
"awaken",2,2.1,6,3.45,1.71,6.05,4.29,2.882352941,3.736842105,1.684210526
"awakening",4,1.806,9,3.07,1.75,6.41,4.67,3.684210526,3.157894737,1.210526316
"award",2,2.818,5,4.14,1.42,7.86,5.85,0.85,2.894736842,1.736842105
"aware",6,3.26,5,2,1.99,6.86,4.7,3.238095238,3.5,1.3
"awe",6,2.13,3,1.89,1.77,6.85,3.83,3.3,3.473684211,2.210526316
"awesome",10,3.204,7,1.83,1.74,7.86,6.05,2.333333333,3.666666667,1.761904762
"awful",2,3.51,5,1.92,1.67,2.28,4.86,2.277777778,2.473684211,1.842105263
"awkward",4,2.864,7,2,1.91,2.95,4.55,3.1875,3.35,2
"awkwardness",6,1.518,11,2.34,1.67,3.86,4.65,3.055555556,3.105263158,2.315789474
"awning",8,1.398,6,4.61,1.21,5.79,2.9,0.352941176,1.666666667,0.111111111
"axe",4,2.398,3,5,1.73,3.48,5.64,0.05,1.684210526,0.421052632
"axis",8,1.914,4,3.57,1.44,4.19,3.92,0.055555556,1.666666667,0.666666667
"axle",4,1.806,4,4.5,0.96,4.67,2.45,0,1.277777778,0.277777778
"babble",6,1.653,6,3.31,1.67,4.55,4,0.526315789,1.789473684,4.157894737
"babe",4,3.259,4,3.67,1.49,6.86,4.25,0.388888889,2.409090909,1.181818182
"baboon",4,1.944,6,4.92,0.91,5.55,5.11,0.210526316,2.631578947,0.210526316
"baby",2,4.415,4,5,1.42,6.67,4.97,1.952380952,2.611111111,0.944444444
"bachelor",4,2.703,8,4.32,1.59,5.58,4.14,0.5,2.15,1.2
"back",2,5.011,4,4.33,2.13,4.76,2.59,1.34375,1.53125,0.625
"backbone",6,1.929,8,4.19,1.8,5.16,4.05,2.5625,1.6,0.55
"backdrop",8,1.398,8,4.48,1.79,5.45,2.7,0,1.857142857,0.095238095
"backer",8,1.74,6,2.8,1.69,4.73,3.53,0.4,1.55,1.2
"backfire",4,1.653,8,2.86,1.98,3,4.79,1.285714286,3.105263158,1.368421053
"background",2,2.954,10,3.26,2.11,5.05,3.67,0.277777778,1.95,0.8
"backside",8,1.935,8,4.07,1.54,4.58,3.68,0.45,0.857142857,0.19047619
"backwater",10,1.505,9,3.04,1.78,4.33,3.84,0.533333333,2.055555556,0.666666667
"backyard",2,2.568,8,4.57,1.87,6.1,3.88,0.3,2.8,0.35
"bacon",2,2.783,5,4.9,1.6,7.52,4.16,0.65,1.4,3.55
"bacteria",6,2.193,8,4.14,1.15,3.3,4.24,1.388888889,2.55,2.85
"bad",2,4.444,3,1.68,1.98,3.24,4.86,2.5,3.263157895,2.105263158
"badge",4,2.892,5,4.93,1.72,5.24,4.4,0.055555556,2.19047619,0.571428571
"badger",8,1.954,6,4.37,1.42,4.63,4.35,0.185185185,1.80952381,0.952380952
"bag",2,3.681,3,4.9,1.64,5.05,3.43,0.323529412,1.578947368,0.315789474
"baggage",2,2.504,7,4.43,1.49,4.5,4,0.294117647,2.8,0.3
"baggy",4,1.69,5,3.61,1.28,4.45,4.05,0.058823529,1.25,0.15
"bail",6,2.947,4,3.86,1.32,3.79,3.91,0.333333333,1.5,0.55
"bailiff",14,2.045,7,4.5,1.26,3.95,4.33,0.066666667,2.117647059,0.882352941
"bait",2,2.696,4,4.45,1.05,4,3.5,0.263157895,1.476190476,0.714285714
"bake",2,2.51,4,4.21,0.77,7.2,5,0.588235294,2.666666667,1.142857143
"bakery",2,2.255,6,4.83,1.71,6.79,3.86,0.352941176,2,2.3
"balance",2,2.884,7,2.89,2.03,6.84,4.13,2.444444444,2.409090909,0.818181818
"balcony",4,2.573,7,4.68,1.25,6.11,4,0.166666667,1.789473684,0.473684211
"bald",4,2.696,4,4.69,1.67,2.85,3.71,0.588235294,3.9,0.2
